"","time","post","share","like","love","haha","sad","wow","angry"
"22","2018-05-18T11:08:58+0000","【斯文里都更<U+30FB>改變成真】

講了三十幾年，歷經四任市長，斯文里三期公辦都更今天終於開工。

這是台灣都市更新歷史的里程碑，也是公辦都更的一大步。

四年前，我剛投入選舉時來這裡看過，居民說，「每一個要選市長的都來這裡，每一個都說當選會改建，每一個都騙我們」。四年後的今天，北市府的公務員歷經千辛萬苦，跨局處合作，不斷的協調溝通，終於開工了。

依照我的規定，開工典禮結束24小時內必須開工，不准有假開工的文化。不過我們今天典禮還沒結束，他們已經迫不急待開拆了。

三十分鐘的開工典禮，背後是多少人過去三年的努力，我自己想到都覺得很激動。

一開始，很多人都勸我不要碰這個最困難的案子，但它是一個指標，如果最困難的斯文里三期可以成功，二期、一期、蘭州國宅、水源整宅、南機場整宅等老舊社區都可以複製這個成功的SOP，一步一步去做。

政治必須落實在人民每一天的生活之中，這是一種思想、信仰和力量。這個信念必須變成自己的信仰，才會變成力量，化成行動。我不認同「亮點政治」，如果只要「亮」，放煙火最亮。只有面對問題、解決問題，每天不斷努力工作，積小勝為大勝，才能為這座城市帶來真正的進步與光榮。

斯文里三期都更案，就是市府團隊從零開始，一點一滴努力的最好證明。

繼續前進。

#斯文里三期公辦都更
#進步價值光榮城市",2741,46482,1446,77,29,211,28
"23","2018-05-15T12:21:57+0000","五月，報稅季來了。

2014年時中央修改了房屋稅條例，3戶以內可以適用自住的房屋稅率，換句話說，超過3戶就課比較重的稅，但一個人有3棟房子都可以算自住，實在是沒有道理。

所以去年我們研議調降「單一且自住」房屋稅，只要自住且設籍臺北市，本人、配偶及未成年子女全國合計只有一棟房屋，就可以從原先自住房屋稅的1.2%調降為1.0%，讓真正把房子用來住的，可以用較低的稅率。

調降之後，自己住房子的人最多可以省3萬元，全臺北市大約有超過20萬戶房屋受惠。接下來我們要讓「單一且自住」的定義更清楚合理，讓真正住屋者可以用較低的稅率，但擁有較多戶房子的人，就必須負擔較高的稅率，往租稅公平的目標邁進。

#調降單一自住房屋稅
#市政老實說",359,12547,287,117,2,27,18
"24","2018-05-13T05:51:24+0000","臺北市有太多要解決的問題，所以母親節這個週末，很感謝三位副市長、秘書長、局處首長，犧牲與家人團聚的時間，到市政府陪我吃便當、開會、面對問題、解決問題。

跟他們的太太、媽媽們說聲歹勢，也祝全天下辛苦的母親們，母親節快樂。",99,13934,309,102,18,53,16
"25","2018-05-12T04:01:16+0000","收到一個好消息，臺北市政府跟國家地理合作拍攝的紀錄片《透視內幕：臺北世大運》，榮獲第51屆休士頓國際影展最佳紀錄片金獎，讓臺北世大運，這個2017年夏天的臺灣奇蹟，再度在國際發光發熱。

世大運不是臺北的世大運，而是全臺灣的世大運，雖然經歷各種挫折，一路被看衰，但場上拚戰的運動員、堅守崗位的公務員、一萬八千名無私付出的志工，都展現無比堅韌的臺灣精神，共同創造了這個臺灣奇蹟。

謝謝大家，謝謝拍攝團隊，讓世界再一次看見臺灣。

---
今晚八點，國家地理頻道將加映《透視內幕：臺北世大運》，讓我們再一次重溫去年八月的感動。
https://youtu.be/eQFL5DZrZ7s",707,34701,1123,135,3,66,7
"26","2018-05-11T09:53:07+0000","現在雙薪家庭很普遍，大家每天上班工作，下班做家事、顧小孩。偶爾臨時有事，但小孩沒人照顧，這時候就需要臨時托育服務，讓年輕的爸媽可以安心外出。

現在起，我們開始在文山區試辦定點臨托服務。六個月以上、六歲以下的小孩臨時需要有人幫忙照顧，打一通電話，就可以預約托育。

未來我們也會開一個公共托育的官網，網站設好之後，裡面會有一個臨時托育的登錄連結，到時用網站也可以預約。

我的想法是政策正式上路前先實驗看看，跑順了之後再擴大辦理，所以初期我們會先挑幾個點來試辦，看成效如何、有什麼需要修正的，再來擴大辦理定點臨托。

不管是婦女中心、親子館、公共托嬰，到新增的定點臨時托育服務，臺北市的婦幼福利不斷在進步，雖然無法一次到位，但我們會不斷努力，用更完善的政策幫忙年輕父母。

#臨時托育
#進步價值光榮城市

---
臨時托育管道看這邊
http://pcse.pw/5ZQRD",1383,27212,830,40,6,278,20
"27","2018-05-09T12:03:53+0000","以前的圓山兒童樂園所在的「圓山遺址」，是國定古蹟，也是臺灣最早發現的史前遺跡之一。這裡有史前時代貝塚，是臺灣新石器時代文化重要的遺產。

這塊充滿史前文物的山丘，日治時期被當成禪寺，後來動物園、兒童樂園、花博園區相繼設立，這些建設都為圓山遺址的保存造成壓力。

兒童樂園搬離之後，市府接受專業意見保存圓山遺址，避免商業化的建設。同時，封閉已久的區塊，我們會在最低擾動的原則下整理環境，重新開放綠地給台北市民，也讓市民認識臺北城的地下文化風景。

為了讓圓山考古遺址公園可以早日實現，我們期盼主管機關文化部依據文資法，擬定「國定圓山考古遺址保存計畫」，我們會依保存計畫進行後續的規劃，希望中央地方可以一起合作，讓臺北市成為一座擁抱過去、立足此刻、追求未來的首都城市。",232,15146,358,23,8,140,24
"28","2018-05-08T04:00:06+0000","今天中午跟我一起吃便當的是都發局林洲民局長，一起來聊聊斯文里三期開工、公共住宅、公辦都更等議題。
　
他講話很仔細，希望短短的半個小時我們可以講得完。
　
#柯Ｐ便當會
#居住正義大解密
台北都發局長林洲民「像我們這樣的城市」",305,12369,651,492,13,29,45
"29","2018-05-06T04:47:37+0000","【為什麼我們要推動八橫八縱幹線公車？】
　
臺北市正在進行中的捷運路線，環狀線的中環段預計年底完工，萬大線跟信義線東延段已經開始蓋了，環狀線的北環段跟南環段正在中央審議，東側南北向捷運系統（東環段）則是進行可行性評估中。
　
扣除環狀線中環段，新的捷運要上線至少還要6年的時間，這段期間還是要加強公共運輸服務，所以我們在主要幹道上建立了幹線公車系統，在忠孝東路上移動，就搭忠孝幹線，直接明瞭。
　
八橫八縱就是一個「類捷運」的概念，班次非常密集，尖峰時刻最快4分鐘一班，不用擔心在戶外等太久，而且還享有跟捷運一樣的轉乘優惠，轉公車、轉捷運通通半價。
　
捷運和幹線公車是我們交通路網的基礎，我們會在這個基礎上調整公車路網，發展出小規模、效率高的接駁公車。以前這些接駁公車因為路程短，還要多花一段票，所以沒有人要搭，吃到飽定期票上路後，短程的接駁公車就比較容易被大家接受，這是我們的交通大戰略。
　
去年5條幹線公車先行，乘車人數逐漸增加，現在我們再增加11線，讓八橫八縱正式上路，相信大家使用的意願會更高。只有加強公共運輸服務，讓大家願意「從開車變搭車」，臺北市的交通問題才有機會被解決。
　
#市政問答題
#八橫八縱幹線公車
#進步價值光榮城市",350,10825,274,58,0,27,17
"30","2018-05-04T08:16:40+0000","這是一篇洋蔥文。

來自屏東的莊瑞雄委員告訴我，今年屏東恆春的洋蔥產量過剩，導致價格崩跌，讓當地農民唉唉叫。

我平時公關費不多，還有剩一些，就跟屏東產地直接買了500袋洋蔥，今天請社會局幫忙分給臺北市的社區關懷據點、老人日照中心、浩然敬老院、陽明教養院、遊民收容中心、老人自費安養中心等社福機構，也算是幫他們加菜。

我能幫多少算多少，希望大家多多支持臺灣的農民，也給予這些社福機構多一點溫暖。",1027,59990,2809,1261,51,171,19
"31","2018-05-03T10:02:33+0000","#設計是要花錢的

上個週末，我去參觀「島：字型提案概念展」，有人問我，提到巴黎會想到浪漫，提到京都會想到古樸，提到紐約會想到時尚，那臺北的城市意象是什麼？

我覺得答案是「和諧的多元」。全世界沒有一座城市像臺北這樣多元，把這麼多不同的景觀融合在同一個城市內。

一個外國人來臺北，可以在信義區感受百貨大樓林立，十足的歐美時尚風；在大稻埕感受1920年代的老臺北活力，再去艋舺感受青山王宮繞境的香火，最後到新北投享受慢活泡個溫泉，然後告訴他這是同一個城市，他一定會嚇一跳，這麼多元的文化，竟然可以和諧的融合在一起，但這就是臺北的特色。

要如何讓大家驚奇、驚喜、驚艷，而不是「驚嚇」，我們還需要繼續努力。我們要求市府的標案優先使用最有利標，目的就是「提高品質的要求，尊重設計專業」，而且放手讓年輕人創作，一步步提升台北的城市美學，讓臺北成為一個會讓人感動的城市。

在「島：字型提案概念展」展覽中聽了年輕人介紹，才發現設計讓文字充滿感情，也充滿力量，不同的地方、不同的時機，用不同的字體，會有不同的感覺，也有不同的意義。

不過今年送給太太的母親節卡片，不用選字體，還是自己親手寫吧！

字戀

---
島：字型提案概念展
時間：3/10 至 5/6
地點：金車文藝中心承德館 4 樓（臺北市大同區承德路 3 段 131 號 4 樓）
更多資訊：http://pcse.pw/5WZRS",248,12756,346,98,3,23,9
"32","2018-05-01T10:50:19+0000","PTT常開玩笑說北市府是全臺唯一勞動局，這句話有些誇大，但勞動局的基層同仁確實用心在維護勞工權益。
　
比方說，我們是全國執行勞檢最徹底的縣市，但編制上的勞檢員有限，很難面面俱到，所以我們也邀請了學者、專家，以及職業工會成員加入勞檢團隊，「自己的行業自己檢」，讓工會自己參與勞檢，會較接近實況。
　
此外，解決勞資糾紛方面，我們也要E化，今年會設置「勞動權益中心」的線上服務，來提高處理勞資糾紛的效率。
　
正確的勞動觀念也需要從小養成，所以我們也從教育著手，讓每一座學校至少有一個公民教師，來作為勞動教育的種子老師。
　
我剛上任時，臺北市有18個勞工因為職業安全問題而死亡，我們調查了一下，其中17個只要有受過職安訓練都可以避免，所以我們也開始推動「職安卡」，讓職工去接受職業安全訓練，合格就發一張。
　
這張卡全臺通用，對老闆來說，如果可以選擇，應該會僱一個受過職業安全訓練、有職安卡的工人，職工也會發現身上的職安卡有助於找到工作。到目前為止已經有兩萬名職工有職安卡，實施兩年下來，職業安全死亡人數明顯下降，這就是一種正向循環。
　
最後，今天是五一勞動節，特別感謝每一位在這座城市辛苦打拼的勞工朋友，謝謝你們在崗位上不斷努力，成就了這座光榮城市。
　
#進步價值光榮城市
勞動臺北",230,11346,300,74,6,16,11
"33","2018-05-01T02:08:35+0000","今天是五一勞動節，四年前，市民朋友用i-Voting選出賴香伶來當臺北市政府勞動局長，上任三年多來，勞動局一直是我最放心的局處之一。

其實我告訴她秉持專業就行了，沒下過什麼指導棋，偶爾有大老闆來跟我抱怨勞檢被罰錢時，我會跟她說誰來抱怨，但我也會在下面加一句：「該怎麼辦，就怎麼辦」。

臺北市的勞檢一向很徹底，勞工滿意度也很高，不論外在壓力多大，我的態度還是一樣：

「請賴局長繼續秉持專業、繼續努力！」

勞動臺北",290,21230,502,112,6,24,12
"34","2018-04-30T11:16:23+0000","很多人說政治要模糊，但我是外科醫師，過去的訓練要求我們要快速、明確，SOP要訂清楚，一切都要按照SOP走。

就像BOT，這幾年下來已經被污名化，甚至到了走火入魔的地步，搞到廠商跟政府不能說話、不能討論，見面還要錄音錄影，就是因為長期複雜的政商關係，讓政府失去人民的信任，讓BOT難以進行。

所以我們修正了BOT案的SOP，捨棄過去政府透過土地開發來賺錢的思維，而是回歸BOT的本質：政府與民間合作公共建設。每一個BOT不是單純為了營利，而是有它的戰略縱深，經過和產業界不斷的溝通，要蓋什麼、要做什麼，大家有共識之後再來進行。
 
我們今天簽約的「南港生技產業聚落」，是全國第一個生醫產業的BOT開發案，蓋好之後，會作為生技產業的育成中心，以及新藥臨床前的研發和試量產的基地，跟中研院、國家生技研究園區、衛福部、食藥署連成一氣，再透過高鐵連接竹北的生產端，成為一個完整的生技產業鏈。

南港生技產業聚落BOT案，是BOT的新契機，也是未來20年生技產業大戰略的重要一環。

#南港生技產業聚落
#東區門戶計畫
#進步價值光榮城市

---
為什麼我們要蓋「南港生技產業聚落」？
http://psee.io/5W5H4",243,12555,239,23,3,96,11
"35","2018-04-29T09:21:24+0000","臺北的獨特之處，在於把民主、自由、多元、開放這些近代西方價值，融入傳統的華人社會。

開齋節時5萬名穆斯林聚集在臺北車站一起朝拜麥加、亞洲最大的同志遊行有12萬多人參加，這些都印證了臺北是一個多元開放的城市。

正因為臺北的多元與開放，所以不同背景、不同意識形態的人都可以在這裡落地生根，在這裡自由自在的發揮創意。

就像我雖然不是臺北土生土長的，參選前跟政治完全無關，但臺北市民還是願意讓我當市長。在這裡，每個人可以有各式各樣的想法，只要願意去對話、去碰撞、去交流，就可以創造出更多不同的可能性。

這麼多元與開放的環境，讓臺北隨時隨地都可以發現不一樣的藝文風景。

我來介紹不太客觀，還是讓一些國內外藝文工作者來說，影片中，大家可以從他們的口述，看見我們這幾年下來發展藝術文化上的成果。

#文化臺北
#進步價值光榮城市",319,8403,243,22,2,12,13
"36","2018-04-27T11:34:25+0000","住者有其屋是一個理想，雖然一時間無法實現，但總是要讓人家租得起、有一定的居住品質。

所以上任之後，我們努力蓋只租不賣的公宅，努力的在每一場公聽會上化解里民的疑慮，到目前為止已經有13處公宅順利興建中。為了蓋公宅，這3年下來，都發局的同仁都被操得很辛苦。

不過，臺北市一年以上沒住人的空屋就有3.6萬戶，把這麼多空屋釋出招租，也是解決居住問題的重要方法。所以我們在中央的支持下推動「包租代管」，此外，我們也把一定比例的房地稅收拿來做「租金分級補貼」，讓弱勢家庭可以用更合理的價格，在臺北租到房子。

跟過去的定額補貼不一樣，我們用九宮格的方式來計算補助額度，依照不同的家戶人數，以及不同的收入，最低每月補貼3千元，最多每月可補貼1萬1，這個分級租金補貼制度更彈性、更合理。

我們會用更多元的住宅政策，來實踐居住正義。

#租金分級補貼
#進步價值光榮城市

攝影／潘俊霖

---
「租金分級補貼加班列車」只到4/30止！

申請書連結：http://pse.ee/5VBCJ
如何申請：http://pse.ee/5VBDQ
租金補貼網：https://www.rent-allowance.gov.taipei/",291,13684,274,15,5,66,15
"37","2018-04-25T13:30:28+0000","人民有陳情抗議的自由，但自由以不侵犯他人的自由為範圍。反年改團體用暴力造成30名警察同仁，以及11名記者朋友受傷就是不對，我們會依照蒐證畫面依法究辦，決不寬貸。

我再強調一次，我們譴責任何形式的暴力行為，陳情抗議還是要依法行事，請務必守法、尊重媒體採訪自由。

對於立法院周邊的衝突，在場的臺北市警方會視情況增派人力，用最嚴厲、強硬的執法，回應所有暴力行徑。",273,24119,371,137,60,68,720
"38","2018-04-25T09:51:13+0000","昨天晚上，我們舉行無預警的水災演習，臺北市政府公務員的水準很高，雖然沒有事先準備，但大家還是表現得很好。

這場演習，主要是要測試強降雨來襲時每個局處的應變和動員能力。去年6月2日的強降雨讓內湖淹大水，面對問題是解決問題的第一步，除了做一堆改善工程以外，我們在今年汛期來臨前，先演練一遍，看還有什麼要修正的地方，再加強一下。

沒有最好，只有更好。極端氣候越來越常見，也越來越難預測，所以事先演練和準備很重要。

我們會讓政府的緊急應變能力，越來越強。",124,12168,216,42,1,30,16
